Marivita_cryptomonadis_NZ_JFKD01000051.1_Marivita_cryptomonadis_strain_CL-SK44_contig51__whole_genome_shotgun_sequence	k105_33926_flag_1_multi_8.0000_len_1239	k105_35270_flag_1_multi_31.7927_len_573	k105_155397_flag_1_multi_9.0811_len_2250	k105_97758_flag_1_multi_3.0000_len_661
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000006.1_Marine_gamma_proteobacterium_HTCC2080_1100755000532__whole_genome_shotgun_sequence	k105_77276_flag_1_multi_4.7870_len_12069
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000001.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_2505695939.1_C__whole_genome_shotgun_sequence	k105_5822_flag_1_multi_6.0000_len_5267
Ilumatobacter_coccineus_YM16-304_NC_020520.1_Ilumatobacter_coccineus_YM16-304__complete_sequence	k105_143730_flag_1_multi_3.9890_len_2283	k105_18615_flag_1_multi_22.3111_len_2387	k105_33751_flag_1_multi_4.0000_len_9123	k105_127204_flag_1_multi_3.0000_len_897	k105_118870_flag_1_multi_3.2835_len_1054	k105_150736_flag_1_multi_3.9304_len_4418	k105_55536_flag_1_multi_4.7172_len_897	k105_131385_flag_1_multi_3.9204_len_3573	k105_119191_flag_1_multi_4.0000_len_2107	k105_129990_flag_1_multi_3.0000_len_575	k105_38161_flag_1_multi_3.0000_len_1282
Roseovarius_sp._A-2_NZ_BDIY01000012.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_91095_flag_1_multi_3.0000_len_572
Marivita_cryptomonadis_NZ_JFKD01000109.1_Marivita_cryptomonadis_strain_CL-SK44_contig109__whole_genome_shotgun_sequence	k105_37549_flag_1_multi_4.0000_len_731
Roseovarius_sp._A-2_NZ_BDIY01000053.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_80467_flag_1_multi_3.0000_len_599	k105_35270_flag_1_multi_31.7927_len_573	k105_90392_flag_1_multi_3.0000_len_877	k105_95450_flag_1_multi_7.9630_len_1241	k105_73844_flag_1_multi_19.0000_len_985	k105_141223_flag_1_multi_4.4133_len_705
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000002.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_2505696062.2_C__whole_genome_shotgun_sequence	k105_153948_flag_1_multi_1.9085_len_1001
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000007.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_2505696051.7_C__whole_genome_shotgun_sequence	k105_24120_flag_1_multi_14.0000_len_3047	k105_76543_flag_0_multi_12.7906_len_678
gamma_proteobacterium_SCGC_AB-629-P17_KB889789.1_gamma_proteobacterium_SCGC_AB-629-P17_genomic_scaffold_A3OADRAFT_scaffold_38.39__whole_genome_shotgun_sequence	k105_3851_flag_1_multi_4.1899_len_1548	k105_66802_flag_1_multi_16.7075_len_3777	k105_36165_flag_1_multi_3.7361_len_1003
Porticoccus_hydrocarbonoclasticus_MCTG13d_NZ_JQMM01000001.1_Porticoccus_hydrocarbonoclasticus_MCTG13d_U740DRAFT_scf7180000000004_quiver_dupTrim_6659.1_C__whole_genome_shotgun_sequence	k105_144968_flag_0_multi_10.0000_len_2179
Formosa_sp._LMG_28520_NZ_BDEL01000001.1_Formosa_haliotis_strain_MA1__whole_genome_shotgun_sequence	k105_6205_flag_1_multi_4.3453_len_1472	k105_62801_flag_1_multi_2.7133_len_677	k105_117527_flag_1_multi_4.6068_len_573	k105_37807_flag_1_multi_5.0000_len_1444	k105_125096_flag_1_multi_4.0000_len_5303
Methylobacter_sp._XLMV4_NZ_WUTY01000228.1_Methylicorpusculum_oleiharenae_strain_XLMV4_draft_NODE_287_len_71341_cov_460_974518.228__whole_genome_shotgun_sequence	k105_82832_flag_0_multi_8.9899_len_16005	k105_98225_flag_0_multi_9.4590_len_2423	k105_137126_flag_1_multi_2.0000_len_503
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000001.1_Marine_gamma_proteobacterium_HTCC2080_1100755000537__whole_genome_shotgun_sequence	k105_160923_flag_1_multi_3.0000_len_856
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000004.1_Aquimarina_atlantica_strain_22II-S11-z7_contig4__whole_genome_shotgun_sequence	k105_27348_flag_1_multi_4.7177_len_1196
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000003.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00003.3_C__whole_genome_shotgun_sequence	k105_24383_flag_1_multi_4.0000_len_1045
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000296.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_36092_flag_1_multi_3.0000_len_768
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000001.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_55536_flag_1_multi_4.7172_len_897	k105_118870_flag_1_multi_3.2835_len_1054	k105_18615_flag_1_multi_22.3111_len_2387
Fluviicola_taffensis_DSM_16823_NC_015321.1_Fluviicola_taffensis_DSM_16823__complete_sequence	k105_133537_flag_1_multi_3.8774_len_2087
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000006.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00006.6_C__whole_genome_shotgun_sequence	k105_3380_flag_0_multi_7.6431_len_968
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000009.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_Contig_0012_.9_C__whole_genome_shotgun_sequence	k105_148946_flag_1_multi_5.0000_len_4124	k105_131936_flag_1_multi_3.0000_len_1002
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000004.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00004.4_C__whole_genome_shotgun_sequence	k105_141119_flag_1_multi_3.0000_len_1867
Desulfuromonas_acetoxidans_DSM_684_NZ_AAEW02000008.1_Desulfuromonas_acetoxidans_DSM_684_ctg63__whole_genome_shotgun_sequence	k105_110801_flag_1_multi_4.0000_len_807
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000018.1_Aquimarina_atlantica_strain_22II-S11-z7_contig18__whole_genome_shotgun_sequence	k105_11262_flag_1_multi_1.8343_len_636	k105_117527_flag_1_multi_4.6068_len_573	k105_28207_flag_0_multi_8.0000_len_1841	k105_28206_flag_1_multi_5.0000_len_1409
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000010.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_94060_flag_1_multi_4.0000_len_1355
Marivita_cryptomonadis_NZ_JFKD01000096.1_Marivita_cryptomonadis_strain_CL-SK44_contig96__whole_genome_shotgun_sequence	k105_95178_flag_0_multi_10.6657_len_823
Marivita_cryptomonadis_NZ_JFKD01000029.1_Marivita_cryptomonadis_strain_CL-SK44_contig29__whole_genome_shotgun_sequence	k105_89276_flag_1_multi_1.9253_len_1123
Marivita_cryptomonadis_NZ_JFKD01000009.1_Marivita_cryptomonadis_strain_CL-SK44_contig9__whole_genome_shotgun_sequence	k105_72629_flag_1_multi_3.0000_len_647
Roseovarius_sp._A-2_NZ_BDIY01000011.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_54233_flag_1_multi_2.0000_len_603	k105_19151_flag_1_multi_2.0000_len_654
Luminiphilus_syltensis_NOR5-1B_NZ_DS999411.1_Luminiphilus_syltensis_NOR5-1B_scf_1109846220923__whole_genome_shotgun_sequence	k105_134972_flag_1_multi_3.0000_len_724	k105_138252_flag_1_multi_3.9411_len_1582	k105_13476_flag_1_multi_11.0000_len_12904	k105_74436_flag_1_multi_25.0000_len_721	k105_572_flag_1_multi_2.0000_len_715	k105_83736_flag_1_multi_1.8829_len_703	k105_64718_flag_1_multi_6.9707_len_821	k105_131203_flag_1_multi_3.9771_len_8486	k105_60506_flag_1_multi_3.0000_len_613	k105_104288_flag_1_multi_4.0000_len_2064	k105_78662_flag_1_multi_1.8004_len_676	k105_25726_flag_1_multi_13.0000_len_903	k105_34032_flag_1_multi_5.9629_len_2855	k105_88267_flag_1_multi_5.0000_len_8534	k105_37549_flag_1_multi_4.0000_len_731	k105_22825_flag_0_multi_10.0000_len_572	k105_12215_flag_1_multi_3.0000_len_707	k105_143091_flag_1_multi_3.6755_len_1085	k105_102691_flag_0_multi_3.9756_len_1337
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000015.1_Marine_gamma_proteobacterium_HTCC2080_1100755000539__whole_genome_shotgun_sequence	k105_3380_flag_0_multi_7.6431_len_968	k105_25726_flag_1_multi_13.0000_len_903	k105_74436_flag_1_multi_25.0000_len_721	k105_143491_flag_1_multi_5.0000_len_692	k105_144968_flag_0_multi_10.0000_len_2179
Roseovarius_sp._A-2_NZ_BDIY01000002.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_71971_flag_1_multi_2.0000_len_703
Marivita_cryptomonadis_NZ_JFKD01000015.1_Marivita_cryptomonadis_strain_CL-SK44_contig15__whole_genome_shotgun_sequence	k105_28022_flag_1_multi_1.9368_len_849
Methylobacter_sp._XLMV4_NZ_WUTY01000014.1_Methylicorpusculum_oleiharenae_strain_XLMV4_draft_NODE_15_len_5558_cov_929_904663.14__whole_genome_shotgun_sequence	k105_112529_flag_0_multi_22.0000_len_671
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000004.1_Marine_gamma_proteobacterium_HTCC2080_1100755000533__whole_genome_shotgun_sequence	k105_39509_flag_1_multi_1.9282_len_954
Polaribacter_sp._MED152_NC_020830.1_Polaribacter_sp._MED152__complete_genome	k105_11262_flag_1_multi_1.8343_len_636	k105_69683_flag_1_multi_4.0000_len_1213
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000002.1_Marine_gamma_proteobacterium_HTCC2080_1100755000543__whole_genome_shotgun_sequence	k105_51823_flag_1_multi_2.0000_len_502	k105_147383_flag_1_multi_1.0000_len_534
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000138.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_40055_flag_1_multi_5.0000_len_1190
Marivita_cryptomonadis_NZ_JFKD01000019.1_Marivita_cryptomonadis_strain_CL-SK44_contig19__whole_genome_shotgun_sequence	k105_97758_flag_1_multi_3.0000_len_661
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000007.1_Aquimarina_atlantica_strain_22II-S11-z7_contig7__whole_genome_shotgun_sequence	k105_29553_flag_1_multi_3.0000_len_579
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000011.1_Marine_gamma_proteobacterium_HTCC2080_1100755000548__whole_genome_shotgun_sequence	k105_147147_flag_1_multi_3.0000_len_1170
Ilumatobacter_fluminis_NZ_SOAU01000001.1_Ilumatobacter_fluminis_strain_DSM_18936_Ga0074717_11__whole_genome_shotgun_sequence	k105_13677_flag_1_multi_5.0000_len_7016	k105_150867_flag_1_multi_8.2751_len_8045	k105_46388_flag_0_multi_3.9197_len_690	k105_8494_flag_1_multi_5.0000_len_1136	k105_90649_flag_1_multi_2.9615_len_4673	k105_20554_flag_1_multi_2.0000_len_1167	k105_118867_flag_1_multi_4.0000_len_771	k105_34085_flag_0_multi_8.9638_len_2316	k105_55536_flag_1_multi_4.7172_len_897	k105_126123_flag_1_multi_20.7453_len_2924	k105_140332_flag_1_multi_7.0000_len_684	k105_151461_flag_1_multi_3.4918_len_654	k105_29212_flag_0_multi_5.8326_len_583	k105_104753_flag_1_multi_4.0000_len_3039	k105_41078_flag_1_multi_3.0000_len_773
gamma_proteobacterium_SCGC_AB-629-P17_KB889760.1_gamma_proteobacterium_SCGC_AB-629-P17_genomic_scaffold_A3OADRAFT_scaffold_11.12__whole_genome_shotgun_sequence	k105_86634_flag_1_multi_1.0000_len_570
Geobacter_pickeringii_NZ_CP009788.1_Geobacter_pickeringii_strain_G13_chromosome__complete_genome	k105_57576_flag_0_multi_12.9061_len_648	k105_24435_flag_1_multi_6.0000_len_13479	k105_58076_flag_1_multi_3.0000_len_1865
Leisingera_caerulea_DSM_24564_NZ_KI421513.1_Leisingera_caerulea_DSM_24564_PhacaeDRAFT_Scaffold1.6__whole_genome_shotgun_sequence	k105_155397_flag_1_multi_9.0811_len_2250	k105_35270_flag_1_multi_31.7927_len_573	k105_65956_flag_1_multi_4.9461_len_1144	k105_35382_flag_1_multi_2.0000_len_740	k105_128686_flag_1_multi_5.4463_len_701	k105_89276_flag_1_multi_1.9253_len_1123	k105_132713_flag_0_multi_10.0000_len_2062	k105_80346_flag_1_multi_5.0000_len_808	k105_119767_flag_1_multi_1.8399_len_611	k105_63481_flag_1_multi_3.0000_len_516	k105_97917_flag_1_multi_5.6714_len_525	k105_15294_flag_1_multi_7.9628_len_884	k105_124161_flag_1_multi_1.7767_len_714
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000001.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00001.1_C__whole_genome_shotgun_sequence	k105_63013_flag_1_multi_5.9884_len_4433
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000020.1_Marine_gamma_proteobacterium_HTCC2080_1100755000550__whole_genome_shotgun_sequence	k105_72615_flag_1_multi_4.0000_len_535
Shewanella_amazonensis_SB2B_NC_008700.1_Shewanella_amazonensis_SB2B__complete_genome	k105_24383_flag_1_multi_4.0000_len_1045
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000006.1_Aquimarina_atlantica_strain_22II-S11-z7_contig6__whole_genome_shotgun_sequence	k105_161060_flag_1_multi_5.0000_len_1722	k105_3114_flag_1_multi_4.0000_len_1473
