bin_1	{'Translation table': 11, 'GC std': 0.014860519487440214, '# ambiguous bases': 0, 'Genome size': 2028291, 'Longest contig': 36265, 'N50 (scaffolds)': 6694, 'Mean scaffold length': 5983.159292035398, '# contigs': 339, '# scaffolds': 339, '# predicted genes': 2005, 'Longest scaffold': 36265, 'GC': 0.4885827526720771, 'N50 (contigs)': 6694, 'Coding density': 0.9272007813474497, 'Mean contig length': 5983.159292035398}
bin_12	{'Translation table': 11, 'GC std': 0.02039887654977025, '# ambiguous bases': 0, 'Genome size': 2467401, 'Longest contig': 256554, 'N50 (scaffolds)': 81492, 'Mean scaffold length': 45692.61111111111, '# contigs': 54, '# scaffolds': 54, '# predicted genes': 2445, 'Longest scaffold': 256554, 'GC': 0.6067035718960964, 'N50 (contigs)': 81492, 'Coding density': 0.9042510722821301, 'Mean contig length': 45692.61111111111}
bin_11	{'Translation table': 11, 'GC std': 0.015030744443995131, '# ambiguous bases': 0, 'Genome size': 3688347, 'Longest contig': 89244, 'N50 (scaffolds)': 23061, 'Mean scaffold length': 15432.414225941422, '# contigs': 239, '# scaffolds': 239, '# predicted genes': 2977, 'Longest scaffold': 89244, 'GC': 0.6815906963200589, 'N50 (contigs)': 23061, 'Coding density': 0.8977921545884918, 'Mean contig length': 15432.414225941422}
bin_14	{'Translation table': 11, 'GC std': 0.033079933113673694, '# ambiguous bases': 0, 'Genome size': 1631292, 'Longest contig': 17015, 'N50 (scaffolds)': 4422, 'Mean scaffold length': 4315.587301587301, '# contigs': 378, '# scaffolds': 378, '# predicted genes': 1837, 'Longest scaffold': 17015, 'GC': 0.5153706387329797, 'N50 (contigs)': 4422, 'Coding density': 0.9220360303366901, 'Mean contig length': 4315.587301587301}
bin_10	{'Translation table': 11, 'GC std': 0.02464296656423895, '# ambiguous bases': 0, 'Genome size': 4047138, 'Longest contig': 24618, 'N50 (scaffolds)': 4958, 'Mean scaffold length': 4829.520286396181, '# contigs': 838, '# scaffolds': 838, '# predicted genes': 3816, 'Longest scaffold': 24618, 'GC': 0.617877126996905, 'N50 (contigs)': 4958, 'Coding density': 0.906045704396539, 'Mean contig length': 4829.520286396181}
bin_16	{'Translation table': 11, 'GC std': 0.01682783293562963, '# ambiguous bases': 0, 'Genome size': 403782, 'Longest contig': 11030, 'N50 (scaffolds)': 3515, 'Mean scaffold length': 3605.1964285714284, '# contigs': 112, '# scaffolds': 112, '# predicted genes': 415, 'Longest scaffold': 11030, 'GC': 0.6294559935806945, 'N50 (contigs)': 3515, 'Coding density': 0.9531702750494079, 'Mean contig length': 3605.1964285714284}
bin_15	{'Translation table': 11, 'GC std': 0.015753196625270915, '# ambiguous bases': 0, 'Genome size': 2056866, 'Longest contig': 39783, 'N50 (scaffolds)': 7656, 'Mean scaffold length': 6309.40490797546, '# contigs': 326, '# scaffolds': 326, '# predicted genes': 2178, 'Longest scaffold': 39783, 'GC': 0.6140526412513018, 'N50 (contigs)': 7656, 'Coding density': 0.9144601544291169, 'Mean contig length': 6309.40490797546}
bin_17	{'Translation table': 11, 'GC std': 0.017005846953227273, '# ambiguous bases': 0, 'Genome size': 1114257, 'Longest contig': 24617, 'N50 (scaffolds)': 3532, 'Mean scaffold length': 3829.061855670103, '# contigs': 291, '# scaffolds': 291, '# predicted genes': 1277, 'Longest scaffold': 24617, 'GC': 0.6664907646979108, 'N50 (contigs)': 3532, 'Coding density': 0.9349530673803261, 'Mean contig length': 3829.061855670103}
bin_18	{'Translation table': 11, 'GC std': 0.010421614985783914, '# ambiguous bases': 0, 'Genome size': 1425117, 'Longest contig': 21843, 'N50 (scaffolds)': 4695, 'Mean scaffold length': 4582.369774919614, '# contigs': 311, '# scaffolds': 311, '# predicted genes': 1646, 'Longest scaffold': 21843, 'GC': 0.527456342181028, 'N50 (contigs)': 4695, 'Coding density': 0.9385103117849272, 'Mean contig length': 4582.369774919614}
bin_20	{'Translation table': 11, 'GC std': 0.019648357430794065, '# ambiguous bases': 0, 'Genome size': 554606, 'Longest contig': 13663, 'N50 (scaffolds)': 3883, 'Mean scaffold length': 3905.676056338028, '# contigs': 142, '# scaffolds': 142, '# predicted genes': 743, 'Longest scaffold': 13663, 'GC': 0.6184011712819552, 'N50 (contigs)': 3883, 'Coding density': 0.9335834808855296, 'Mean contig length': 3905.676056338028}
bin_19	{'Translation table': 11, 'GC std': 0.014873484773711287, '# ambiguous bases': 0, 'Genome size': 1781722, 'Longest contig': 74201, 'N50 (scaffolds)': 10544, 'Mean scaffold length': 7954.116071428572, '# contigs': 224, '# scaffolds': 224, '# predicted genes': 1913, 'Longest scaffold': 74201, 'GC': 0.44850655713966603, 'N50 (contigs)': 10544, 'Coding density': 0.9423759711110936, 'Mean contig length': 7954.116071428572}
bin_2	{'Translation table': 11, 'GC std': 0.022950813886330603, '# ambiguous bases': 0, 'Genome size': 2646649, 'Longest contig': 46788, 'N50 (scaffolds)': 11899, 'Mean scaffold length': 9063.866438356165, '# contigs': 292, '# scaffolds': 292, '# predicted genes': 2528, 'Longest scaffold': 46788, 'GC': 0.45747773883125414, 'N50 (contigs)': 11899, 'Coding density': 0.8914404592373224, 'Mean contig length': 9063.866438356165}
bin_23	{'Translation table': 11, 'GC std': 0.01004719244839837, '# ambiguous bases': 0, 'Genome size': 256895, 'Longest contig': 4623, 'N50 (scaffolds)': 3044, 'Mean scaffold length': 3095.120481927711, '# contigs': 83, '# scaffolds': 83, '# predicted genes': 256, 'Longest scaffold': 4623, 'GC': 0.5571887346970552, 'N50 (contigs)': 3044, 'Coding density': 0.884956889001343, 'Mean contig length': 3095.120481927711}
bin_22	{'Translation table': 11, 'GC std': 0.021840262299822322, '# ambiguous bases': 0, 'Genome size': 2496472, 'Longest contig': 61638, 'N50 (scaffolds)': 4503, 'Mean scaffold length': 4450.0392156862745, '# contigs': 561, '# scaffolds': 561, '# predicted genes': 2737, 'Longest scaffold': 61638, 'GC': 0.4385388660477666, 'N50 (contigs)': 4503, 'Coding density': 0.9078391425980343, 'Mean contig length': 4450.0392156862745}
bin_24	{'Translation table': 11, 'GC std': 0.018051132783356454, '# ambiguous bases': 0, 'Genome size': 1667638, 'Longest contig': 123513, 'N50 (scaffolds)': 54509, 'Mean scaffold length': 40674.09756097561, '# contigs': 41, '# scaffolds': 41, '# predicted genes': 1548, 'Longest scaffold': 123513, 'GC': 0.41002963472888, 'N50 (contigs)': 54509, 'Coding density': 0.9624037111171609, 'Mean contig length': 40674.09756097561}
bin_25	{'Translation table': 11, 'GC std': 0.026088949637250773, '# ambiguous bases': 0, 'Genome size': 1350281, 'Longest contig': 10475, 'N50 (scaffolds)': 3631, 'Mean scaffold length': 3750.7805555555556, '# contigs': 360, '# scaffolds': 360, '# predicted genes': 1515, 'Longest scaffold': 10475, 'GC': 0.47986382093801216, 'N50 (contigs)': 3631, 'Coding density': 0.9160041502472448, 'Mean contig length': 3750.7805555555556}
bin_26	{'Translation table': 11, 'GC std': 0.018112421626519267, '# ambiguous bases': 0, 'Genome size': 1522370, 'Longest contig': 27367, 'N50 (scaffolds)': 7225, 'Mean scaffold length': 6316.887966804979, '# contigs': 241, '# scaffolds': 241, '# predicted genes': 1597, 'Longest scaffold': 27367, 'GC': 0.4144649461037724, 'N50 (contigs)': 7225, 'Coding density': 0.9528130480763546, 'Mean contig length': 6316.887966804979}
bin_3	{'Translation table': 11, 'GC std': 0.013667456708643116, '# ambiguous bases': 0, 'Genome size': 922515, 'Longest contig': 9438, 'N50 (scaffolds)': 3374, 'Mean scaffold length': 3507.661596958175, '# contigs': 263, '# scaffolds': 263, '# predicted genes': 926, 'Longest scaffold': 9438, 'GC': 0.5165260185471239, 'N50 (contigs)': 3374, 'Coding density': 0.920396958315041, 'Mean contig length': 3507.661596958175}
bin_5	{'Translation table': 11, 'GC std': 0.011944878956682954, '# ambiguous bases': 0, 'Genome size': 391394, 'Longest contig': 11853, 'N50 (scaffolds)': 3837, 'Mean scaffold length': 3837.1960784313724, '# contigs': 102, '# scaffolds': 102, '# predicted genes': 409, 'Longest scaffold': 11853, 'GC': 0.3629667291782705, 'N50 (contigs)': 3837, 'Coding density': 0.9506941853988564, 'Mean contig length': 3837.1960784313724}
